instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bos.ma.0001,﻿cathedral,﻿Cathedral Chapel,English,﻿new land bought,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿joh_b_fitzpatrick_001,﻿Rt. Rev.,﻿John B. Fitzpatrick,﻿D.D.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral Chapel,English,﻿new land bought,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿jam_a_healy_001,﻿Rev.,﻿James A. Healy,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral Chapel,English,﻿new land bought,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿hil_tucker_001,﻿Rev.,﻿Hilary Tucker,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0001,﻿cathedral,﻿Cathedral Chapel,English,﻿new land bought,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿a_m_baret_001,﻿Rev.,﻿A. M. Baret,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0004,﻿church,﻿St. James',English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.32683,-71.086812,,,,﻿joh_j_williams_001,﻿Very Rev.,﻿John J. Williams,﻿V.G.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0004,﻿church,﻿St. James',English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.32683,-71.086812,,,,﻿p_mccahill_001,﻿Rev.,﻿P. McCahill,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0004,﻿church,﻿St. James',English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.32683,-71.086812,,,,﻿ber_oreilly_001,﻿Rev.,﻿Bernard O'Reilly,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.365307,-71.057407,,,,﻿rob_w_brady_001,﻿Rev.,﻿Robert W. Brady,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.365307,-71.057407,,,,﻿fra_mcatee_002,﻿Rev.,﻿Francis McAtee,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.365307,-71.057407,,,,﻿den_okane_001,﻿Rev.,﻿D. O'Kane,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0002,﻿church,﻿St. Mary's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.365307,-71.057407,,,,﻿tho_sheehan_001,﻿Rev.,﻿Thos. Sheerin,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0020,﻿chapel,﻿St. Joseph's Chapel,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.333398,-71.173986,,,,﻿rob_w_brady_001,﻿Rev.,﻿Robert W. Brady,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0020,﻿chapel,﻿St. Joseph's Chapel,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.333398,-71.173986,,,,﻿fra_mcatee_002,﻿Rev.,﻿Francis McAtee,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0020,﻿chapel,﻿St. Joseph's Chapel,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.333398,-71.173986,,,,﻿den_okane_001,﻿Rev.,﻿D. O'Kane,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0020,﻿chapel,﻿St. Joseph's Chapel,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.333398,-71.173986,,,,﻿tho_sheehan_001,﻿Rev.,﻿Thos. Sheerin,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0003,﻿church,﻿St. Patrick's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿tho_lynch_001,﻿Rev.,﻿Thomas Lynch,,﻿Pastor,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0003,﻿church,﻿St. Patrick's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿j_n_baratta_001,﻿Rev.,﻿J. N. Baratta,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0005,﻿church,﻿Church of the Most Holy Trinity,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿ern_reiter_001,﻿Rev.,﻿Ernest Reiter,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0005,﻿church,﻿Church of the Most Holy Trinity,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.360083,-71.05888,,,,﻿pet_manns_001,﻿Rev.,﻿Peter Manns,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0006,﻿church,﻿St. Vincent's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.367662,-71.091123,,,,﻿mic_moran_001,﻿Rev.,﻿Michael Moran,,﻿Pastor,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0006,﻿church,﻿St. Vincent's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.367662,-71.091123,,,,﻿joh_mcshane_001,﻿Rev.,﻿John McShane,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0007,﻿church,﻿St. Stephen's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.340386,-71.07378,,,,﻿geo_f_haskins_001,﻿Rev.,﻿Geo. F. Haskins,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0007,﻿church,﻿St. Stephen's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.340386,-71.07378,,,,﻿tho_sheehan_001,﻿Rev.,﻿Thomas Sheehan,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0007,﻿church,﻿St. Stephen's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.340386,-71.07378,,,,﻿fra_lasco_002,﻿Rev.,﻿Francis Lasco,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0009,﻿church,﻿St. Joseph's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.366566,-71.052568,,,,﻿p_j_canny_001,﻿Rev.,﻿P. J. Canney,,﻿Pastor,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0009,﻿church,﻿St. Joseph's,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.366566,-71.052568,,,,﻿nun_gilberto_001,﻿Rev.,﻿Aloysius Giliberto,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0008,﻿church,﻿Immaculate Conception,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.336818,-71.073175,,,,﻿joh_bapst_002,﻿Rev.,﻿John Bapst,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0008,﻿church,﻿Immaculate Conception,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.336818,-71.073175,,,,﻿ric_j_whyte_001,﻿Rev.,﻿Richard J. Whyte,﻿S.J.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0008,﻿church,﻿Immaculate Conception,English,,,,,,﻿Boston,﻿Boston,﻿MA,,42.336818,-71.073175,,,,﻿jam_power_004,﻿Rev.,﻿James Power,﻿S.S.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0010,﻿church,﻿SS. Peter and Paul,English,,,,,,,﻿Boston,﻿MA,,,,,,,﻿wil_a_blenkinsop_001,﻿Rev.,﻿Wm. A. Blenkinsop,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0010,﻿church,﻿SS. Peter and Paul,English,,,,,,,﻿Boston,﻿MA,,,,,,,﻿ant_molinari_001,﻿Rev.,﻿J. A. Molinai,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0010,﻿church,﻿SS. Peter and Paul,English,,,,,,,﻿Boston,﻿MA,,,,,,,﻿d_v_dolcetti_001,﻿Rev.,﻿D. V. Dolcetti,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0011,﻿church,﻿Gate of Heaven,English,,,,,,,﻿Boston,﻿MA,,42.335555,-71.030433,﻿bos.ma.0010,﻿Attended from SS. Peter and Paul's Church,,,,,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0031,﻿church,﻿St. Augustine's,English,,,,,,﻿Boston(?),﻿Andover,﻿MA,,42.653327,-71.140937,﻿bos.ma.0010,﻿Attended from SS. Peter and Paul Church,,,,,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0013,﻿church,﻿Most Holy Redeemer,English,﻿Lot for a new church bought,,,,,﻿Boston,﻿Boston,﻿MA,,42.371487,-71.040336,,,,﻿jam_fitton_001,﻿Rev.,﻿James Fitton,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0055,﻿church,﻿St. Mary's,English,,,,,,﻿Charlestown,﻿Charlestown,﻿MA,,42.373967,-71.061543,,,,﻿emi_gerbi_001,﻿Rev. F.,﻿Emiliano Gerbi,﻿O.S.F.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0055,﻿church,﻿St. Mary's,English,,,,,,﻿Charlestown,﻿Charlestown,﻿MA,,42.373967,-71.061543,,,,﻿bonaventura_001,﻿Rev. F.,﻿Bonaventura,﻿O.S.F.,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0056,﻿church,﻿St. Francis of Sales,English,,,,,,﻿Charlestown,﻿Charlestown,﻿MA,,42.381253,-71.066537,,,,﻿geo_a_hamilton_002,﻿Rev.,﻿Geo. A. Hamilton,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0056,﻿church,﻿St. Francis of Sales,English,,,,,,﻿Charlestown,﻿Charlestown,﻿MA,,42.381253,-71.066537,,,,﻿fra_keany_001,﻿Rev.,﻿Francis Keany,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0058,﻿church,﻿St. Rose,English,,,,,,﻿Chelsea,﻿Chelsea,﻿MA,,42.394432,-71.031958,,,,﻿p_strain_001,﻿Rev.,﻿Patrick Strain,,﻿Pastor,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
﻿bos.ma.0058,﻿church,﻿St. Rose,English,,,,,,﻿Chelsea,﻿Chelsea,﻿MA,,42.394432,-71.031958,,,,﻿p_j_harkins_001,﻿Rev.,﻿Patrick Harkins,,,,,,,,1865,,,,,,,,,,,﻿,﻿,﻿Boston,Boston
